date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:56:24	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:24%20GMT	https://www.hesappazarim.com/assets/img/slider-2.jpg	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/slider-2.jpg	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:24	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:24%20GMT	https://www.hesappazarim.com/assets/img/social_bg_hover.png	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/social_bg_hover.png	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:24	130869/130869	---M--	200	added ('OK')	image/png	date:Thu,%2025%20Mar%202021%2017:41:43%20GMT	https://www.hesappazarim.com/assets/img/broken_glass.png	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/broken_glass.png	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:25	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:24%20GMT	https://www.hesappazarim.com/assets/img/social_bg.png	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/social_bg.png	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:25	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:25%20GMT	https://www.hesappazarim.com/assets/img/preloader_bg.jpg	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/preloader_bg.jpg	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:25	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:25%20GMT	https://www.hesappazarim.com/assets/img/footer_bg.jpg	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/footer_bg.jpg	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:25	991/991	---M-Z	200	added ('OK')	image/svg+xml	date:Thu,%2025%20Mar%202021%2017:41:41%20GMT	https://www.hesappazarim.com/assets/img/arrow2.svg	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/arrow2.svg	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:26	287406/287406	---M--	200	added ('OK')	image/jpeg	date:Thu,%2025%20Mar%202021%2017:41:40%20GMT	https://www.hesappazarim.com/assets/img/404_bg.jpg	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/404_bg.jpg	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:26	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:26%20GMT	https://www.hesappazarim.com/assets/img/social_bg_dark.png	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/assets/img/social_bg_dark.png	(from https://www.hesappazarim.com/assets/css/style.css)
12:56:26	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:26%20GMT	https://www.hesappazarim.com/contact.html	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/contact.html	(from https://www.hesappazarim.com/sozlesme.php)
12:56:27	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:26%20GMT	https://www.hesappazarim.com/index-2.html	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/index-3.html	(from https://www.hesappazarim.com/sozlesme.php)
12:56:27	155506/155506	---M-Z	200	added ('OK')	text/css	date:Fri,%2004%20Mar%202022%2000:35:30%20GMT	https://www.hesappazarim.com/odeme/assets/bootstrap.min.css	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/odeme/assets/bootstrap.min.css	(from https://www.hesappazarim.com/odeme/)
12:56:27	445485/445485	---M-Z	200	added ('OK')	text/css	date:Thu,%2003%20Mar%202022%2022:14:52%20GMT	https://www.hesappazarim.com/odeme/assets/ayroui.css	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/odeme/assets/ayroui.css	(from https://www.hesappazarim.com/odeme/)
12:56:27	1213/1213	---M-Z	200	added ('OK')	text/css	date:Sat,%2031%20Jul%202021%2017:58:40%20GMT	https://www.hesappazarim.com/odeme/assets/panel.css	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/odeme/assets/panel.css	(from https://www.hesappazarim.com/odeme/)
12:56:27	34854/34854	---M-Z	200	added ('OK')	text/css	date:Sat,%2031%20Jul%202021%2020:21:14%20GMT	https://www.hesappazarim.com/odeme/assets/sweetalert2.min.css	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/odeme/assets/sweetalert2.min.css	(from https://www.hesappazarim.com/odeme/)
12:56:28	5221/5221	---M-Z	200	added ('OK')	text/css	date:Sat,%2031%20Jul%202021%2017:59:42%20GMT	https://www.hesappazarim.com/odeme/assets/jquery.dataTables.min.css	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/odeme/assets/jquery.dataTables.min.css	(from https://www.hesappazarim.com/odeme/)
12:56:28	618/618	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2023%20Apr%202022%2009:56:28%20GMT	https://www.hesappazarim.com/pro.fontawesome.com/releases/v5.11.2/css/all.css	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/pro.fontawesome.com/releases/v5.11.2/css/all.css	(from https://www.hesappazarim.com/odeme/)
12:56:28	97166/97166	---M-Z	200	added ('OK')	application/javascript	date:Sat,%2031%20Jul%202021%2018:00:20%20GMT	https://www.hesappazarim.com/odeme/assets/jquery-1.12.4.min.js	C:/Benim%20Web%20Sitem/test/www.hesappazarim.com/odeme/assets/jquery-1.12.4.min.js	(from https://www.hesappazarim.com/odeme/)
